event_name,event_date,weight_class,fighter1,fighter2,method,round,outcome,timestamp
UFC 299: O'Malley vs. Vera 2,2024-03-09,Women's Flyweight,Maycee Barber,Katlyn Cerminara,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Lightweight,Mateusz Gamrot,Rafael Dos Anjos,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Bantamweight,Kyler Phillips,Pedro Munhoz,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Light Heavyweight,Philipe Lins,Ion Cutelaba,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Middleweight,Michel Pereira,Michal Oleksiejczuk,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Heavyweight,Robelis Despaigne,Josh Parisian,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Flyweight,Asu Almabayev,CJ Vergara,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Women's Flyweight,Joanne Wood,Maryna Moroz,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Heavyweight,Jairzinho Rozenstruik,Shamil Gaziev,KO/TKO,4,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Light Heavyweight,Vitor Petrino,Tyson Pedro,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Flyweight,Muhammad Mokaev,Alex Perez,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Bantamweight,Umar Nurmagomedov,Bekzat Almakhan,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Flyweight,Steve Erceg,Matt Schnell,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Middleweight,Eryk Anders,Jamie Pickett,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Bantamweight,Vinicius Oliveira,Benardo Sopaj,KO/TKO              Flying Knee,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Bantamweight,Aiemann Zahabi,Javid Basharat,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Middleweight,Christian Leroy Duncan,Claudio Ribeiro,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Lightweight,Ludovit Klein,AJ Cunningham,KO/TKO              Kick,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Lightweight,Loik Radzhabov,Abdul-Kareem Al-Selwady,KO/TKO              Punch,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Flyweight,Brandon Royval,Brandon Moreno,S-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Featherweight,Brian Ortega,Yair Rodriguez,SUB              Arm Triangle,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Lightweight,Daniel Zellhuber,Francisco Prado,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Women's Strawweight,Yazmin Jauregui,Sam Hughes,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Lightweight,Manuel Torres,Chris Duncan,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Bantamweight,Raoni Barcelos,Cristian Quinonez,SUB              Rear Naked Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Flyweight,Jesus Aguilar,Mateus Mendonca,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Flyweight,Edgar Chairez,Daniel Lacerda,SUB              Triangle Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Lightweight,Fares Ziam,Claudio Puelles,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Flyweight,Ronaldo Rodriguez,Denys Bondar,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Flyweight,Felipe dos Santos,Victor Altamirano,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Featherweight,Muhammad Naimov,Erik Silva,KO/TKO,1,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Featherweight,Ilia Topuria,Alexander Volkanovski,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Middleweight,Robert Whittaker,Paulo Costa,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Welterweight,Ian Machado Garry,Geoff Neal,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Bantamweight,Merab Dvalishvili,Henry Cejudo,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Middleweight,Anthony Hernandez,Roman Kopylov,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Women's Strawweight,Amanda Lemos,Mackenzie Dern,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Heavyweight,Marcos Rogerio de Lima,Junior Tafa,KO/TKO              Kick,2,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Bantamweight,Rinya Nakamura,Carlos Vera,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Light Heavyweight,Zhang Mingyang,Brendson Ribeiro,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Welterweight,Danny Barlow,Josh Quinlan,KO/TKO              Punches,3,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Welterweight,Oban Elliott,Val Woodburn,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 298: Volkanovski vs. Topuria,2024-02-17,Women's Flyweight,Miranda Maverick,Andrea Lee,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Middleweight,Jack Hermansson,Joe Pyfer,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Featherweight,Dan Ige,Andre Fili,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Middleweight,Ihor Potieria,Robert Bryczek,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Middleweight,Gregory Rodrigues,Brad Tavares,KO/TKO              Punches,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Lightweight,Michael Johnson,Darrius Flowers,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Middleweight,Rodolfo Vieira,Armen Petrosyan,SUB              Arm Triangle,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Welterweight,Carlos Prates,Trevin Giles,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Lightweight,Bolaji Oki,Timmy Cuamba,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Women's Strawweight,Loma Lookboonmee,Bruna Brasil,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Light Heavyweight,Marcin Prachnio,Devin Clark,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Welterweight,Max Griffin,Jeremiah Wells,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Light Heavyweight,Bogdan Guskov,Zac Pauga,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Featherweight,Hyder Amil,Fernie Garcia,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Bantamweight,Daniel Marcos, Aoriqileng,CNC,2,No contest,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Middleweight,Nassourdine Imavov,Roman Dolidze,M-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Lightweight,Renato Moicano,Drew Dober,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Welterweight,Randy Brown,Muslim Salikhov,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Women's Flyweight,Natalia Silva,Viviane Araujo,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Middleweight,Aliaskhab Khizriev,Makhmud Muradov,CNC,1,No contest,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Welterweight,Charles Radtke,Gilbert Urbina,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Women's Strawweight,Molly McCann,Diana Belbita,SUB              Armbar,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Flyweight,Charles Johnson,Azat Maksum,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Welterweight,Themba Gorimbo,Pete Rodriguez,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Featherweight,JeongYeong Lee,Blake Bilder,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Women's Flyweight,Luana Carolina,Julija Stoliarenko,KO/TKO              Punches,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Lightweight,MarQuel Mederos,Landon Quinones,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Heavyweight,Jamal Pogues,Thomas Petersen,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Middleweight,Dricus Du Plessis,Sean Strickland,S-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Women's Bantamweight,Raquel Pennington,Mayra Bueno Silva,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Welterweight,Neil Magny,Mike Malott,KO/TKO              Punches,3,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Middleweight,Chris Curtis,Marc-Andre Barriault,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Featherweight,Movsar Evloev,Arnold Allen,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Bantamweight,Garrett Armfield,Brad Katona,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Featherweight,Sean Woodson,Charles Jourdain,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Bantamweight,Ramon Taveras,Serhiy Sidey,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Women's Strawweight,Gillian Robertson,Polyana Viana,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Welterweight,Sam Patterson,Yohan Lainesse,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Women's Bantamweight,Jasmine Jasudavicius,Priscila Cachoeira,SUB              Anaconda Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC 297: Strickland vs. Du Plessis,2024-01-20,Flyweight,Jimmy Flick,Malcolm Gordon,SUB              Arm Triangle,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Light Heavyweight,Magomed Ankalaev,Johnny Walker,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Lightweight,Jim Miller,Gabriel Benitez,SUB              Neck Crank,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Bantamweight,Mario Bautista,Ricky Simon,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Middleweight,Brunno Ferreira,Phil Hawes,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Heavyweight,Waldo Cortes-Acosta,Andrei Arlovski,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Welterweight,Preston Parsons,Matthew Semelsberger,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Bantamweight,Marcus McGhee,Gaston Bolanos,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Bantamweight,Farid Basharat,Taylor Lapilus,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Featherweight,Jean Silva,Westin Wilson,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Lightweight,Nikolas Motta,Tom Nolan,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Flyweight,Joshua Van,Felipe Bunes,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Welterweight,Leon Edwards,Colby Covington,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Flyweight,Alexandre Pantoja,Brandon Royval,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Welterweight,Shavkat Rakhmonov,Stephen Thompson,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Lightweight,Paddy Pimblett,Tony Ferguson,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Featherweight,Josh Emmett,Bryce Mitchell,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Light Heavyweight,Alonzo Menifield,Dustin Jacoby,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Women's Bantamweight,Irene Aldana,Karol Rosa,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Bantamweight,Cody Garbrandt,Brian Kelleher,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Women's Flyweight,Ariane da Silva,Casey O'Neill,SUB              Armbar,2,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Flyweight,Tagir Ulanbekov,Cody Durden,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Featherweight,Andre Fili,Lucas Almeida,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC 296: Edwards vs. Covington,2023-12-16,Heavyweight,Shamil Gaziev,Martin Buday,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Bantamweight,Song Yadong,Chris Gutierrez,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Light Heavyweight,Khalil Rountree Jr.,Anthony Smith,KO/TKO              Punch,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Lightweight,Nasrat Haqparast,Jamie Mullarkey,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Bantamweight,Tim Elliott, Sumudaerji,SUB              Arm Triangle,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Middleweight,Andre Muniz,JunYong Park,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Welterweight,Kevin Jousset,Song Kenan,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Flyweight,HyunSung Park,Shannon Ross,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Lightweight,Steve Garcia,Melquizael Costa,KO/TKO              Elbows,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Women's Bantamweight,Luana Santos,Stephanie Egger,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Flyweight,Tatsuro Taira,Carlos Hernandez,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Women's Strawweight,Talita Alencar,Rayanne dos Santos,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Lightweight,Arman Tsarukyan,Beneil Dariush,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Lightweight,Jalin Turner,King Green,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Bantamweight,Deiveson Figueiredo,Rob Font,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Welterweight,Sean Brady,Kelvin Gastelum,SUB              Kimura,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Lightweight,Joaquim Silva,Clay Guida,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Middleweight,Dustin Stoltzfus,Punahele Soriano,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Women's Bantamweight,Miesha Tate,Julia Avila,SUB              Rear Naked Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Middleweight,Cody Brundage,Zachary Reese,KO/TKO              Slam,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Lightweight,Drakkar Klose,Joe Solecki,KO/TKO              Slam,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Light Heavyweight,Rodolfo Bellato,Ihor Potieria,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Welterweight,Jared Gooden,Wellington Turman,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Women's Flyweight,Veronica Hardy,Jamey-Lyn Horth,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Middleweight,Brendan Allen,Paul Craig,SUB              Rear Naked Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Welterweight,Michael Morales,Jake Matthews,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Lightweight,Chase Hooper,Jordan Leavitt,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Bantamweight,Payton Talbott,Nick Aguirre,SUB              Rear Naked Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Women's Strawweight,Amanda Ribas,Luana Pinheiro,KO/TKO              Punches,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Welterweight,Myktybek Orolbai,Uros Medic,SUB              Neck Crank,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Featherweight,Joanderson Brito,Jonathan Pearce,SUB              Guillotine Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Bantamweight,Jose Johnson,Chad Anheliger,SUB              Rear Naked Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Middleweight,Christian Leroy Duncan,Denis Tiuliulin,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Heavyweight,Mick Parkin,Caio Machado,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Featherweight,Jeka Saragih,Lucas Alexander,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Women's Bantamweight,Ailin Perez,Lucie Pudilova,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Lightweight,Trey Ogden,Nikolas Motta,Overturned,3,No contest,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Craig,2023-11-18,Flyweight,Rafael Estevam,Charles Johnson,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Light Heavyweight,Alex Pereira,Jiri Prochazka,KO/TKO              Elbows,2,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Heavyweight,Tom Aspinall,Sergei Pavlovich,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Women's Strawweight,Jessica Andrade,Mackenzie Dern,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Lightweight,Benoit Saint Denis,Matt Frevola,KO/TKO              Kick,1,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Featherweight,Diego Lopes,Pat Sabatini,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Flyweight,Steve Erceg,Alessandro Costa,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Women's Strawweight,Loopy Godinez,Tabatha Ricci,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Lightweight,Mateusz Rebecki,Roosevelt Roberts,SUB              Armbar,1,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Lightweight,Nazim Sadykhov,Viacheslav Borshchev,M-DEC,3,Draw,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Lightweight,Jared Gordon,Mark Madsen,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Catch Weight,John Castaneda,Kyung Ho Kang,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Flyweight,Joshua Van,Kevin Borjas,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 295: Prochazka vs. Pereira,2023-11-11,Featherweight,Jamall Emmers,Dennis Buzukja,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Heavyweight,Jailton Almeida,Derrick Lewis,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Welterweight,Nicolas Dalby,Gabriel Bonfim,KO/TKO              Knees,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Heavyweight,Rodrigo Nascimento,Don'Tale Mayes,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Middleweight,Caio Borralho,Abus Magomedov,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Catch Weight,Elves Brener,Kaynan Kruschewsky,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Welterweight,Rinat Fakhretdinov,Elizeu Zaleski dos Santos,M-DEC,3,Draw,2025-06-06 18:22:58.060564
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Light Heavyweight,Vitor Petrino,Modestas Bukauskas,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Women's Strawweight,Angela Hill,Denise Gomes,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
